epoch,step,train_loss
0,49,10.526328086853027
1,99,9.5847749710083
2,149,9.560057640075684
3,199,9.625511169433594
4,249,9.43169116973877
5,299,9.442299842834473
6,349,7.714766979217529
7,399,7.908806324005127
8,449,7.781681537628174
9,499,8.00149917602539
10,549,7.769243240356445
11,599,7.410763740539551
12,649,7.361771106719971
13,699,7.349265098571777
14,749,7.670999526977539
